,INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
6365,42101818288-4,M,Farroupilha,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6366,42101834076-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6367,42101809549-4,M,Lima,OU,1-Mestrado/Doutorado,1,Lima - PERU,2017
6368,42101811825-4,M,Bataguassu,MS,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6369,42101834617-1,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6370,42101833678-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6371,42101817395-3,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6372,42101834719-9,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
6373,42101820389-6,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6374,42101818743-8,M,Rio Tinto,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2017
6375,42101834874-5,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6376,42101834450-0,F,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
6377,42101810240-0,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6378,42101827766-3,F,Ponte Nova,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6379,42101821111-0,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
6380,42101811327-8,F,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
6381,42101809575-9,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6382,42101809772-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6383,42101810717-2,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6384,42102809513-3,F,São João da Serra Negra -Patrocínio,MG,2-Autoavaliação,2,Uberlândia - MG,2017
6385,42101825391-6,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6386,42101812135-8,F,Santos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6387,42101812799-0,F,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
6388,42101833206-8,F,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2017
6389,42101832631-5,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6390,42101809229-6,F,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
6391,42101812525-9,M,Balsas,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2017
6392,42101810723-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6393,42102835141-0,M,Cascavel,PR,2-Autoavaliação,2,Cascavel - PR,2017
6394,42101829754-8,M,Blumenau,SC,1-Mestrado/Doutorado,1,Joinville - SC,2017
6395,42101812080-1,M,Farroupilha,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6396,42101831654-5,F,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2017
6397,42101829144-6,F,João Pessoa,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6398,42101834449-1,F,Carmo de Minas,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
6399,42101827202-8,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6400,42101811772-8,M,São João do Jaguaribe,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6401,42101834220-0,M,Rio Verde,GO,1-Mestrado/Doutorado,1,Jataí - GO,2017
6402,42101809430-9,M,Américo de Campos,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
6403,42102835510-4,M,Osasco,SP,2-Autoavaliação,2,São Paulo - SP,2017
6404,42102833193-8,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2017
6405,42102819791-9,M,Araras,SP,2-Autoavaliação,2,São Carlos - SP,2017
6406,42101811786-6,M,Mineiros do Tietê,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6407,42101834073-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6408,42101835550-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6409,42101829203-0,M,Varginha,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
6410,42101834691-7,M,Tubarão,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6411,42101830728-1,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6412,42101835800-4,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2017
6413,42101835575-0,M,Várzea Grande,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
6414,42101821922-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6415,42101835241-3,M,Canindé,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
6416,42101810489-8,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
6417,42101834508-6,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6418,42101835370-5,F,Nossa Senhora do Socorro,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
6419,42101834553-7,M,Floriano,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
6420,42101810957-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6421,42101827712-2,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
6422,42101827820-8,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6423,42101827294-1,F,Aracati,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6424,42101832755-9,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6425,42101810241-0,F,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
6426,42101812914-0,F,Frederico Westphalen,RS,1-Mestrado/Doutorado,1,Chapecó - SC,2017
6427,42101828954-6,F,Lages,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6428,42101829925-8,F,Linhares,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6429,42101809837-8,F,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete - RS,2017
6430,42101835879-1,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
6431,42101831125-4,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6432,42101812118-1,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
6433,42101834486-4,F,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
6434,42101833806-1,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6435,42101809850-4,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
6436,42101828916-3,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6437,42101811130-1,F,Bagé,RS,1-Mestrado/Doutorado,1,Bagé - RS,2017
6438,42101829525-9,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2017
6439,42101834286-0,F,Caxias,MA,1-Mestrado/Doutorado,1,Teresina - PI,2017
6440,42101809992-4,F,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
6441,42101810041-6,F,Alfenas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2017
6442,42102834340-8,M,São Paulo,SP,2-Autoavaliação,2,São Paulo - SP,2017
6443,42101829227-7,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6444,42101826906-2,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6445,42101829177-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6446,42101811495-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6447,42101820337-5,M,Castanhal,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6448,42101833409-2,M,Alegre,ES,1-Mestrado/Doutorado,1,Alegre - ES,2017
6449,42101835723-3,F,Várzea Grande,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
6450,42101810320-1,M,Pomerode,SC,1-Mestrado/Doutorado,1,Joinville - SC,2017
6451,42101809858-4,F,Bagé,RS,1-Mestrado/Doutorado,1,Bagé - RS,2017
6452,42101809787-1,M,Vinhedo,SP,1-Mestrado/Doutorado,1,Campinas - SP,2017
6453,42101824139-6,M,Castanhal,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6454,42101820077-6,M,Viana,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6455,42101828664-2,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
6456,42101833908-9,M,Marituba,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6457,42101833075-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6458,42101825150-9,F,Curitiba,PR,1-Mestrado/Doutorado,1,Belém - PA,2017
6459,42101809500-1,M,Paripiranga,BA,1-Mestrado/Doutorado,1,Aracaju - SE,2017
6460,42101835582-8,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasilia - DF,2017
6461,42101834827-4,F,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2017
6462,42101810180-6,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
6463,42101834094-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6464,42101832066-6,M,Monsenhor Paulo,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
6465,42101835129-0,F,Porteirinha,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6466,42101832069-6,F,Arapiraca,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
6467,42101834787-6,F,Catu,BA,1-Mestrado/Doutorado,1,Salvador - BA,2017
6468,42101810623-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6469,42101809396-0,F,Rio Piracicaba,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6470,42101834348-4,F,Rio Paranaíba,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6471,42101809398-0,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6472,42101835890-8,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6473,42101833003-3,F,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
6474,42101812188-9,F,Mauá,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
6475,42101811405-9,F,São Gotardo,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6476,42101811449-1,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6477,42101824019-2,F,Januária,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
6478,42101811021-6,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6479,42101809708-6,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6480,42101810794-8,F,Parnamirim,RN,1-Mestrado/Doutorado,1,Natal - RN,2017
6481,42101810270-5,M,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6482,42101833421-9,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6483,42101835422-1,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6484,42101821856-4,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6485,42101815601-9,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6486,42101810686-2,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6487,42101809798-0,M,Campos dos Goytacazes,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6488,42101810540-2,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2017
6489,42102835809-8,M,São Luís,MA,2-Autoavaliação,2,São Luiz - MA,2017
6490,42101819123-4,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6491,42101809817-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6492,42101810156-1,M,Foz do Iguaçu,PR,1-Mestrado/Doutorado,1,Foz do Iguaçu - PR,2017
6493,42101832791-1,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
6494,42101832632-5,M,Sete Lagoas,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2017
6495,42101835465-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6496,42101833363-4,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí - GO,2017
6497,42101834701-0,M,Itabira,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2017
6498,42101835563-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,Santo André - SP,2017
6499,42101818732-0,M,Cajamar,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6500,42101828255-5,M,Tapejara,RS,1-Mestrado/Doutorado,1,Erechim - RS,2017
6501,42101811107-7,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6502,42101810121-7,M,Blumenau,SC,1-Mestrado/Doutorado,1,Manaus - AM,2017
6503,42101835490-9,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2017
6504,42101809260-9,M,Carmo do Paranaíba,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6505,42101811390-5,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6506,42101835580-8,M,São João de Meriti,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6507,42101809614-7,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6508,42101812416-3,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6509,42101833481-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6510,42101832000-7,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
6511,42101833842-4,M,Imperatriz,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2017
6512,42101810127-7,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6513,42101811596-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6514,42101810829-8,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6515,42101834012-8,F,Itapajé,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6516,42101827487-8,F,Brasília,DF,1-Mestrado/Doutorado,1,Brasilia - DF,2017
6517,42101810637-1,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí - GO,2017
6518,42101834886-3,M,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
6519,42101834842-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6520,42101809885-9,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
6521,42102832357-3,M,Curitiba,PR,2-Autoavaliação,2,Curitiba - PR,2017
6522,42101809437-9,M,Patrocínio,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6523,42101835382-3,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6524,42101810224-4,M,Andradina,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6525,42101810404-2,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró - RN,2017
6526,42101828445-1,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6527,42101809358-8,M,Itajaí,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6528,42101809688-4,M,Joinville,SC,1-Mestrado/Doutorado,1,Belém - PA,2017
6529,42101828717-9,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6530,42101834572-3,M,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2017
6531,42101812340-0,M,Campinas do Sul,RS,1-Mestrado/Doutorado,1,Erechim - RS,2017
6532,42101810098-7,M,Maracanaú,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
6533,42101810528-6,M,Santo Antônio de Pádua,RJ,1-Mestrado/Doutorado,1,Viçosa - MG,2017
6534,42101834800-8,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6535,42101820252-4,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
6536,42101835384-3,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6537,42102832345-5,M,Pelotas,RS,2-Autoavaliação,2,Pelotas - RS,2017
6538,42101830644-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2017
6539,42101835484-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2017
6540,42101826533-8,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
6541,42101834089-5,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2017
6542,42101835008-6,M,Maracanaú,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6543,42101810563-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6544,42101810689-2,M,Nova Aliança,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
6545,42101835528-9,M,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6546,42101809826-0,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
6547,42101835812-2,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2017
6548,42101835538-7,M,São José de Ribamar,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
6549,42101834556-7,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6550,42101810078-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6551,42101810175-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6552,42101811648-6,M,Mandaguaçu,PR,1-Mestrado/Doutorado,1,Maringá - PR,2017
6553,42101834709-0,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
6554,42101835638-4,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6555,42101810959-0,M,Itapecerica da Serra,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6556,42101812681-5,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2017
6557,42101828537-0,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6558,42101812327-4,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6559,42101827598-3,M,Cáceres,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
6560,42101834436-3,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6561,42101835013-4,M,Bagé,RS,1-Mestrado/Doutorado,1,Bagé - RS,2017
6562,42101810571-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6563,42101834815-6,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2017
6564,42101827272-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6565,42102835102-7,M,Santo André,SP,2-Autoavaliação,2,Santo André - SP,2017
6566,42101809569-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
6567,42101830686-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2017
6568,42101834626-0,M,Barra do Bugres,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
6569,42101809538-6,M,Santa Adélia,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
6570,42101834204-4,M,Matão,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
6571,42101835876-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6572,42101834570-3,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville - SC,2017
6573,42101811145-0,M,Bebedouro,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
6574,42101822524-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6575,42101832398-2,M,Teixeira de Freitas,BA,1-Mestrado/Doutorado,1,Vitória - ES,2017
6576,42101832472-3,M,Muniz Freire,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6577,42102819717-3,M,Belo Horizonte,MG,2-Autoavaliação,2,Belo Horizonte - MG,2017
6578,42101812314-6,M,Viamão,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6579,42101833905-9,M,Juliaca,AC,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
6580,42101810255-9,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6581,42101828488-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6582,42101820450-9,M,Frutal,MG,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
6583,42101827454-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6584,42101833654-8,F,Irapuru,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6585,42101811433-3,F,Batayporã,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2017
6586,42101810595-3,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6587,42101812492-9,F,Araraquara,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
6588,42101811151-8,F,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6589,42101830856-3,F,Tocantins,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2017
6590,42101831676-1,F,Rio Paranaíba,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6591,42101810810-0,F,João Pessoa,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6592,42101829493-9,F,Araçatuba,SP,1-Mestrado/Doutorado,1,Londrina - PR,2017
6593,42101834565-5,F,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2017
6594,42101833100-0,F,Cascavel,PR,1-Mestrado/Doutorado,1,Cascavel - PR,2017
6595,42101810046-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6596,42102831527-7,M,Fortaleza,CE,2-Autoavaliação,2,Fortaleza - CE,2017
6597,42101810380-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6598,42101830974-7,F,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2017
6599,42101830779-2,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2017
6600,42101810876-9,F,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
6601,42101835838-9,F,Boa Vista,RR,1-Mestrado/Doutorado,1,Manaus - AM,2017
6602,42101810247-0,F,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2017
6603,42101809343-0,F,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2017
6604,42101833588-5,M,Araguari,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6605,42101834820-4,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2017
6606,42101810838-6,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6607,42101834873-5,F,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2017
6608,42101810593-3,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
6609,42101821141-5,F,Santo Antônio das Missões,RS,1-Mestrado/Doutorado,1,Bagé - RS,2017
6610,42101818602-8,M,SAO CARLOS,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2017
6611,42101833242-0,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6612,42101809833-8,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Salvador - BA,2017
6613,42101826791-1,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6614,42101810550-0,M,Ijuí,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
6615,42101834071-7,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6616,42101809871-0,F,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2017
6617,42101809425-0,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2017
6618,42101833604-7,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6619,42101828285-0,M,Criciúma,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6620,42101829282-6,M,Campina Grande,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2017
6621,42101809243-2,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas - TO,2017
6622,42101809670-6,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2017
6623,42102833560-2,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2017
6624,42101835371-5,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2017
6625,42101835867-3,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2017
6626,42101835780-2,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6627,42101812530-7,M,Andradina,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2017
6628,42101809636-3,F,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2017
6629,42101810523-6,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2017
6630,42101834764-0,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
6631,42101834562-5,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Santa Maria - RS,2017
6632,42101809340-0,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2017
6633,42101833540-2,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2017
6634,42101810902-9,F,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2017
6635,42101811169-6,F,Angicos,RN,1-Mestrado/Doutorado,1,Mossoró - RN,2017
6636,42101835248-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2017
6637,42101810611-5,F,Alfredo Marcondes,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
6638,42102812250-5,F,Barra do Bugres,MT,2-Autoavaliação,2,Cuiabá - MT,2017
6639,42101809633-3,M,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã - MS,2017
6640,42101835377-5,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2017
6641,42101835823-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2017
6642,42101828866-7,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2017
